,Date,Symbol,_id,close,exchange,frequency,high,industry,logo_url,low,open,processing_time,sector,sentiment_change,st_id,title,trending,trending_score,utcDate,volume,volume_change,vwap,watchlist_count,watchlist_member,watchlist_number
0,2020-06-03 04:02:01 -04:00,FB,5ed758f9d443fd5e82a82724,232.0,NASDAQ,1m,232.0,Internet Information Providers,http://logos.xignite.com/NASDAQGS/00076277.gif,232.0,232.0,0.7282793521881104,Technology,0.81,7871,Facebook,False,1.30334,2020-06-03 04:02:01.149,142.0,-2.09,,276347,True,1.0
1,2020-06-03 04:03:01 -04:00,FB,5ed75935d443fd5e82a8284e,232.22,NASDAQ,1m,232.22,Internet Information Providers,http://logos.xignite.com/NASDAQGS/00076277.gif,232.15,232.15,0.8134260177612305,Technology,0.81,7871,Facebook,False,1.30334,2020-06-03 04:03:01.158,270.0,-2.09,,276347,True,1.0
2,2020-06-03 04:05:00 -04:00,FB,5ed759acd443fd5e82a82aa2,232.2,NASDAQ,1m,232.2,Internet Information Providers,http://logos.xignite.com/NASDAQGS/00076277.gif,232.2,232.2,0.6701827049255371,Technology,0.81,7871,Facebook,False,1.30334,2020-06-03 04:05:00.861,500.0,-2.09,,276347,True,1.0
3,2020-06-03 04:08:01 -04:00,FB,5ed75a61d443fd5e82a82e20,232.2,NASDAQ,1m,232.2,Internet Information Providers,http://logos.xignite.com/NASDAQGS/00076277.gif,232.2,232.2,0.7262997627258301,Technology,0.81,7871,Facebook,False,1.30334,2020-06-03 04:08:01.349,229.0,-2.09,,276347,True,1.0
4,2020-06-03 04:10:01 -04:00,FB,5ed75ad9d443fd5e82a83074,232.25,NASDAQ,1m,232.25,Internet Information Providers,http://logos.xignite.com/NASDAQGS/00076277.gif,232.25,232.25,0.7929034233093262,Technology,0.81,7871,Facebook,False,1.30334,2020-06-03 04:10:01.192,100.0,-2.09,,276347,True,1.0
5,2020-06-03 04:20:01 -04:00,FB,5ed75d31d443fd5e82a83c12,232.28,NASDAQ,1m,232.28,Internet Information Providers,http://logos.xignite.com/NASDAQGS/00076277.gif,232.28,232.28,0.7143335342407227,Technology,0.87,7871,Facebook,False,1.25356,2020-06-03 04:20:01.435,109.0,-1.98,,276347,True,1.0
6,2020-06-03 04:23:01 -04:00,FB,5ed75de5d443fd5e82a83f8d,232.2,NASDAQ,1m,232.2,Internet Information Providers,http://logos.xignite.com/NASDAQGS/00076277.gif,232.2,232.2,0.9767532348632812,Technology,0.87,7871,Facebook,False,1.25356,2020-06-03 04:23:01.320,100.0,-1.98,,276347,True,1.0
7,2020-06-03 04:34:01 -04:00,FB,5ed76079d443fd5e82a84c50,232.32,NASDAQ,1m,232.32,Internet Information Providers,http://logos.xignite.com/NASDAQGS/00076277.gif,232.32,232.32,0.6060562133789062,Technology,0.87,7871,Facebook,False,1.25356,2020-06-03 04:34:01.046,870.0,-1.98,,276347,True,1.0
8,2020-06-03 04:48:01 -04:00,FB,5ed763c1d443fd5e82a85c8e,232.2,NASDAQ,1m,232.2,Internet Information Providers,http://logos.xignite.com/NASDAQGS/00076277.gif,232.2,232.2,0.6902823448181152,Technology,0.87,7871,Facebook,False,1.58944,2020-06-03 04:48:01.547,100.0,-1.98,,276366,True,1.0
9,2020-06-03 04:54:01 -04:00,FB,5ed76529d443fd5e82a86384,232.2,NASDAQ,1m,232.2,Internet Information Providers,http://logos.xignite.com/NASDAQGS/00076277.gif,232.2,232.2,0.7141947746276855,Technology,0.87,7871,Facebook,False,1.58944,2020-06-03 04:54:01.163,350.0,-1.98,,276366,True,1.0
10,2020-06-03 05:16:01 -04:00,FB,5ed76a51d443fd5e82a87d0a,232.06,NASDAQ,1m,232.06,Internet Information Providers,http://logos.xignite.com/NASDAQGS/00076277.gif,232.06,232.06,0.8248143196105957,Technology,0.87,7871,Facebook,False,1.58944,2020-06-03 05:16:01.535,100.0,-1.98,,276366,True,1.0
11,2020-06-03 05:24:01 -04:00,FB,5ed76c31d443fd5e82a88652,232.07,NASDAQ,1m,232.07,Internet Information Providers,http://logos.xignite.com/NASDAQGS/00076277.gif,232.07,232.07,0.6460118293762207,Technology,1.01,7871,Facebook,False,2.66812,2020-06-03 05:24:01.395,100.0,-1.79,,276366,True,1.0
12,2020-06-03 05:39:01 -04:00,FB,5ed76fb5d443fd5e82a897b9,232.0,NASDAQ,1m,232.0,Internet Information Providers,http://logos.xignite.com/NASDAQGS/00076277.gif,232.0,232.0,0.6243569850921631,Technology,1.01,7871,Facebook,False,2.66812,2020-06-03 05:39:01.409,770.0,-1.79,,276366,True,1.0
13,2020-06-03 05:43:01 -04:00,FB,5ed770a5d443fd5e82a89c5d,231.64,NASDAQ,1m,231.71,Internet Information Providers,http://logos.xignite.com/NASDAQGS/00076277.gif,231.64,231.71,0.712329626083374,Technology,1.01,7871,Facebook,False,2.66812,2020-06-03 05:43:01.111,577.0,-1.79,,276366,True,1.0
14,2020-06-03 05:45:01 -04:00,FB,5ed7711dd443fd5e82a89eaf,231.64,NASDAQ,1m,231.64,Internet Information Providers,http://logos.xignite.com/NASDAQGS/00076277.gif,231.01,231.01,0.7636349201202393,Technology,1.01,7871,Facebook,False,2.66812,2020-06-03 05:45:01.146,1301.0,-1.79,,276366,True,1.0
15,2020-06-03 05:48:00 -04:00,FB,5ed771d0d443fd5e82a8a22a,231.0,NASDAQ,1m,231.0,Internet Information Providers,http://logos.xignite.com/NASDAQGS/00076277.gif,231.0,231.0,0.6268601417541504,Technology,1.01,7871,Facebook,False,0.903877,2020-06-03 05:48:00.654,450.0,-1.79,,276366,True,1.0
16,2020-06-03 05:51:01 -04:00,FB,5ed77285d443fd5e82a8a5a5,231.0,NASDAQ,1m,231.0,Internet Information Providers,http://logos.xignite.com/NASDAQGS/00076277.gif,231.0,231.0,0.7961885929107666,Technology,1.01,7871,Facebook,False,0.903877,2020-06-03 05:51:01.778,861.0,-1.79,,276366,True,1.0
17,2020-06-03 05:54:01 -04:00,FB,5ed77339d443fd5e82a8a920,231.0,NASDAQ,1m,231.0,Internet Information Providers,http://logos.xignite.com/NASDAQGS/00076277.gif,231.0,231.0,0.7186133861541748,Technology,1.01,7871,Facebook,False,0.903877,2020-06-03 05:54:01.443,174.0,-1.79,,276366,True,1.0
18,2020-06-03 05:57:01 -04:00,FB,5ed773edd443fd5e82a8ac9b,230.68,NASDAQ,1m,230.7,Internet Information Providers,http://logos.xignite.com/NASDAQGS/00076277.gif,230.51,230.7,0.6282567977905273,Technology,1.01,7871,Facebook,False,0.903877,2020-06-03 05:57:01.118,2105.0,-1.79,,276366,True,1.0
19,2020-06-03 05:58:01 -04:00,FB,5ed77429d443fd5e82a8adc4,230.5,NASDAQ,1m,230.5,Internet Information Providers,http://logos.xignite.com/NASDAQGS/00076277.gif,230.5,230.5,0.7598071098327637,Technology,1.01,7871,Facebook,False,0.903877,2020-06-03 05:58:01.070,100.0,-1.79,,276366,True,1.0
20,2020-06-03 05:59:01 -04:00,FB,5ed77465d443fd5e82a8aeed,230.5,NASDAQ,1m,230.5,Internet Information Providers,http://logos.xignite.com/NASDAQGS/00076277.gif,230.5,230.5,0.9364697933197021,Technology,1.01,7871,Facebook,False,0.903877,2020-06-03 05:59:01.202,100.0,-1.79,,276366,True,1.0
21,2020-06-03 06:00:01 -04:00,FB,5ed774a1d443fd5e82a8b016,230.5,NASDAQ,1m,230.5,Internet Information Providers,http://logos.xignite.com/NASDAQGS/00076277.gif,230.5,230.5,0.6577146053314209,Technology,1.01,7871,Facebook,False,0.903877,2020-06-03 06:00:01.056,368.0,-1.79,,276366,True,1.0
22,2020-06-03 06:03:01 -04:00,FB,5ed77555d443fd5e82a8b391,230.68,NASDAQ,1m,230.68,Internet Information Providers,http://logos.xignite.com/NASDAQGS/00076277.gif,230.68,230.68,0.6882619857788086,Technology,1.01,7871,Facebook,False,0.903877,2020-06-03 06:03:01.643,315.0,-1.79,,276366,True,1.0
23,2020-06-03 06:06:01 -04:00,FB,5ed77609d443fd5e82a8b70c,230.68,NASDAQ,1m,230.68,Internet Information Providers,http://logos.xignite.com/NASDAQGS/00076277.gif,230.68,230.68,0.7245872020721436,Technology,1.01,7871,Facebook,False,0.619559,2020-06-03 06:06:01.231,449.0,-1.79,,276375,True,1.0
24,2020-06-03 06:12:01 -04:00,FB,5ed77771d443fd5e82a8be02,230.68,NASDAQ,1m,230.76,Internet Information Providers,http://logos.xignite.com/NASDAQGS/00076277.gif,230.68,230.76,0.7450160980224609,Technology,1.01,7871,Facebook,False,0.619559,2020-06-03 06:12:01.118,1514.0,-1.79,,276375,True,1.0
25,2020-06-03 06:22:01 -04:00,FB,5ed779c9d443fd5e82a8c99c,231.67,NASDAQ,1m,231.67,Internet Information Providers,http://logos.xignite.com/NASDAQGS/00076277.gif,231.49,231.49,0.7336771488189697,Technology,1.12,7871,Facebook,False,0.970076,2020-06-03 06:22:01.325,300.0,-2.01,,276375,True,1.0
26,2020-06-03 06:30:00 -04:00,FB,5ed77ba8d443fd5e82a8d2e4,231.3,NASDAQ,1m,231.3,Internet Information Providers,http://logos.xignite.com/NASDAQGS/00076277.gif,231.3,231.3,0.8509600162506104,Technology,1.12,7871,Facebook,False,0.970076,2020-06-03 06:30:00.976,100.0,-2.01,,276375,True,1.0
27,2020-06-03 06:34:00 -04:00,FB,5ed77c98d443fd5e82a8d788,231.5,NASDAQ,1m,231.5,Internet Information Providers,http://logos.xignite.com/NASDAQGS/00076277.gif,231.48,231.48,0.6331217288970947,Technology,1.12,7871,Facebook,False,0.970076,2020-06-03 06:34:00.839,378.0,-2.01,,276375,True,1.0
28,2020-06-03 06:48:01 -04:00,FB,5ed77fe1d443fd5e82a8e7c6,231.33,NASDAQ,1m,231.33,Internet Information Providers,http://logos.xignite.com/NASDAQGS/00076277.gif,231.33,231.33,0.7025206089019775,Technology,1.12,7871,Facebook,False,0.970076,2020-06-03 06:48:01.360,100.0,-2.01,,276375,True,1.0
29,2020-06-03 06:53:01 -04:00,FB,5ed7810dd443fd5e82a8ed93,231.01,NASDAQ,1m,231.01,Internet Information Providers,http://logos.xignite.com/NASDAQGS/00076277.gif,231.01,231.01,0.897390604019165,Technology,1.12,7871,Facebook,False,0.820565,2020-06-03 06:53:01.584,200.0,-2.01,,276375,True,1.0
30,2020-06-03 06:56:01 -04:00,FB,5ed781c1d443fd5e82a8f10e,231.01,NASDAQ,1m,231.66,Internet Information Providers,http://logos.xignite.com/NASDAQGS/00076277.gif,231.01,231.02,0.7220392227172852,Technology,1.12,7871,Facebook,False,0.820565,2020-06-03 06:56:01.256,1721.0,-2.01,,276375,True,1.0
31,2020-06-03 07:00:00 -04:00,FB,5ed782b0d443fd5e82a8f5b2,231.66,NASDAQ,1m,231.67,Internet Information Providers,http://logos.xignite.com/NASDAQGS/00076277.gif,231.5,231.5,0.7322273254394531,Technology,1.12,7871,Facebook,False,0.820565,2020-06-03 07:00:00.901,3104.0,-2.01,,276375,True,1.0
32,2020-06-03 07:01:00 -04:00,FB,5ed782ecd443fd5e82a8f6db,231.92,NASDAQ,1m,231.92,Internet Information Providers,http://logos.xignite.com/NASDAQGS/00076277.gif,231.89,231.92,0.7393064498901367,Technology,1.12,7871,Facebook,False,0.820565,2020-06-03 07:01:00.832,300.0,-2.01,,276375,True,1.0
33,2020-06-03 07:02:00 -04:00,FB,5ed78328d443fd5e82a8f804,231.93,NASDAQ,1m,232.0,Internet Information Providers,http://logos.xignite.com/NASDAQGS/00076277.gif,231.93,231.94,0.6214659214019775,Technology,1.12,7871,Facebook,False,0.820565,2020-06-03 07:02:00.637,800.0,-2.01,,276375,True,1.0
34,2020-06-03 07:03:01 -04:00,FB,5ed78365d443fd5e82a8f92d,231.98,NASDAQ,1m,231.98,Internet Information Providers,http://logos.xignite.com/NASDAQGS/00076277.gif,231.9,231.9,0.7026679515838623,Technology,1.12,7871,Facebook,False,0.820565,2020-06-03 07:03:01.539,543.0,-2.01,,276375,True,1.0
35,2020-06-03 07:04:01 -04:00,FB,5ed783a1d443fd5e82a8fa56,231.97,NASDAQ,1m,231.98,Internet Information Providers,http://logos.xignite.com/NASDAQGS/00076277.gif,231.97,231.98,0.7743189334869385,Technology,1.12,7871,Facebook,False,0.820565,2020-06-03 07:04:01.502,900.0,-2.01,,276375,True,1.0
36,2020-06-03 07:05:01 -04:00,FB,5ed783ddd443fd5e82a8fb7f,231.73,NASDAQ,1m,231.73,Internet Information Providers,http://logos.xignite.com/NASDAQGS/00076277.gif,231.73,231.73,0.6438655853271484,Technology,1.12,7871,Facebook,False,0.820565,2020-06-03 07:05:01.341,100.0,-2.01,,276375,True,1.0
37,2020-06-03 07:07:01 -04:00,FB,5ed78455d443fd5e82a8fdd1,231.72,NASDAQ,1m,231.72,Internet Information Providers,http://logos.xignite.com/NASDAQGS/00076277.gif,231.72,231.72,0.7468664646148682,Technology,1.12,7871,Facebook,False,0.820565,2020-06-03 07:07:01.206,195.0,-2.01,,276375,True,1.0
38,2020-06-03 07:08:01 -04:00,FB,5ed78491d443fd5e82a8fefa,231.75,NASDAQ,1m,231.77,Internet Information Providers,http://logos.xignite.com/NASDAQGS/00076277.gif,231.75,231.77,0.7706916332244873,Technology,1.12,7871,Facebook,False,0.820565,2020-06-03 07:08:01.173,1260.0,-2.01,,276375,True,1.0
39,2020-06-03 07:09:01 -04:00,FB,5ed784cdd443fd5e82a90023,231.62,NASDAQ,1m,231.62,Internet Information Providers,http://logos.xignite.com/NASDAQGS/00076277.gif,231.62,231.62,0.6390600204467773,Technology,1.12,7871,Facebook,False,0.820565,2020-06-03 07:09:01.008,184.0,-2.01,,276375,True,1.0
40,2020-06-03 07:12:00 -04:00,FB,5ed78580d443fd5e82a9039e,231.63,NASDAQ,1m,231.63,Internet Information Providers,http://logos.xignite.com/NASDAQGS/00076277.gif,231.6,231.6,0.9272603988647461,Technology,1.12,7871,Facebook,False,0.742291,2020-06-03 07:12:00.936,200.0,-2.01,,276381,True,1.0
41,2020-06-03 07:13:01 -04:00,FB,5ed785bdd443fd5e82a904c7,231.6,NASDAQ,1m,231.74,Internet Information Providers,http://logos.xignite.com/NASDAQGS/00076277.gif,231.6,231.74,1.2878808975219727,Technology,1.12,7871,Facebook,False,0.742291,2020-06-03 07:13:01.417,200.0,-2.01,,276381,True,1.0
42,2020-06-03 07:16:01 -04:00,FB,5ed78671d443fd5e82a90842,231.95,NASDAQ,1m,231.95,Internet Information Providers,http://logos.xignite.com/NASDAQGS/00076277.gif,231.8,231.8,0.7969081401824951,Technology,1.12,7871,Facebook,False,0.742291,2020-06-03 07:16:01.209,638.0,-2.01,,276381,True,1.0
43,2020-06-03 07:17:01 -04:00,FB,5ed786add443fd5e82a9096b,232.0,NASDAQ,1m,232.0,Internet Information Providers,http://logos.xignite.com/NASDAQGS/00076277.gif,232.0,232.0,0.8902416229248047,Technology,1.12,7871,Facebook,False,0.742291,2020-06-03 07:17:01.294,824.0,-2.01,,276381,True,1.0
44,2020-06-03 07:18:01 -04:00,FB,5ed786e9d443fd5e82a90a94,232.15,NASDAQ,1m,232.15,Internet Information Providers,http://logos.xignite.com/NASDAQGS/00076277.gif,232.07,232.07,0.8042299747467041,Technology,1.06,7871,Facebook,False,1.0752,2020-06-03 07:18:01.293,578.0,-2.12,,276381,True,1.0
45,2020-06-03 07:19:01 -04:00,FB,5ed78725d443fd5e82a90bbd,232.09,NASDAQ,1m,232.09,Internet Information Providers,http://logos.xignite.com/NASDAQGS/00076277.gif,232.09,232.09,0.6460671424865723,Technology,1.06,7871,Facebook,False,1.0752,2020-06-03 07:19:01.137,100.0,-2.12,,276381,True,1.0
46,2020-06-03 07:20:01 -04:00,FB,5ed78761d443fd5e82a90ce6,232.3,NASDAQ,1m,232.3,Internet Information Providers,http://logos.xignite.com/NASDAQGS/00076277.gif,232.22,232.22,0.9588644504547119,Technology,1.06,7871,Facebook,False,1.0752,2020-06-03 07:20:01.293,880.0,-2.12,,276381,True,1.0
47,2020-06-03 07:21:01 -04:00,FB,5ed7879dd443fd5e82a90e0f,232.4,NASDAQ,1m,232.42,Internet Information Providers,http://logos.xignite.com/NASDAQGS/00076277.gif,232.4,232.42,0.7095468044281006,Technology,1.06,7871,Facebook,False,1.0752,2020-06-03 07:21:01.196,487.0,-2.12,,276381,True,1.0
48,2020-06-03 07:23:01 -04:00,FB,5ed78815d443fd5e82a91061,232.28,NASDAQ,1m,232.4,Internet Information Providers,http://logos.xignite.com/NASDAQGS/00076277.gif,232.27,232.4,0.6492884159088135,Technology,1.06,7871,Facebook,False,1.0752,2020-06-03 07:23:01.082,829.0,-2.12,,276381,True,1.0
49,2020-06-03 07:25:00 -04:00,FB,5ed7888cd443fd5e82a912b3,232.25,NASDAQ,1m,232.25,Internet Information Providers,http://logos.xignite.com/NASDAQGS/00076277.gif,232.25,232.25,0.7500143051147461,Technology,1.06,7871,Facebook,False,1.0752,2020-06-03 07:25:00.967,300.0,-2.12,,276381,True,1.0
50,2020-06-03 07:30:00 -04:00,FB,5ed789b8d443fd5e82a91880,232.25,NASDAQ,1m,232.34,Internet Information Providers,http://logos.xignite.com/NASDAQGS/00076277.gif,232.25,232.25,0.9281058311462402,Technology,1.06,7871,Facebook,False,1.0752,2020-06-03 07:30:00.943,1292.0,-2.12,,276381,True,1.0
51,2020-06-03 07:31:00 -04:00,FB,5ed789f4d443fd5e82a919a9,232.1,NASDAQ,1m,232.1,Internet Information Providers,http://logos.xignite.com/NASDAQGS/00076277.gif,232.1,232.1,0.7078039646148682,Technology,1.06,7871,Facebook,False,1.0752,2020-06-03 07:31:00.840,100.0,-2.12,,276381,True,1.0
52,2020-06-03 07:32:00 -04:00,FB,5ed78a30d443fd5e82a91ad2,232.25,NASDAQ,1m,232.25,Internet Information Providers,http://logos.xignite.com/NASDAQGS/00076277.gif,232.18,232.18,0.7641479969024658,Technology,1.06,7871,Facebook,False,1.0752,2020-06-03 07:32:00.795,1520.0,-2.12,,276381,True,1.0
53,2020-06-03 07:33:02 -04:00,FB,5ed78a6ed443fd5e82a91bfb,232.09,NASDAQ,1m,232.2,Internet Information Providers,http://logos.xignite.com/NASDAQGS/00076277.gif,232.09,232.2,1.2535912990570068,Technology,1.06,7871,Facebook,False,1.0752,2020-06-03 07:33:02.142,252.0,-2.12,,276381,True,1.0
54,2020-06-03 07:34:01 -04:00,FB,5ed78aa9d443fd5e82a91d24,232.2,NASDAQ,1m,232.2,Internet Information Providers,http://logos.xignite.com/NASDAQGS/00076277.gif,232.2,232.2,0.9100353717803955,Technology,1.06,7871,Facebook,False,1.0752,2020-06-03 07:34:01.244,100.0,-2.12,,276381,True,1.0
55,2020-06-03 07:37:01 -04:00,FB,5ed78b5dd443fd5e82a9209f,232.1,NASDAQ,1m,232.11,Internet Information Providers,http://logos.xignite.com/NASDAQGS/00076277.gif,232.1,232.11,0.7571182250976562,Technology,1.06,7871,Facebook,False,1.0752,2020-06-03 07:37:01.176,263.0,-2.12,,276381,True,1.0
56,2020-06-03 07:39:00 -04:00,FB,5ed78bd4d443fd5e82a922f1,232.08,NASDAQ,1m,232.08,Internet Information Providers,http://logos.xignite.com/NASDAQGS/00076277.gif,232.08,232.08,0.6011996269226074,Technology,1.06,7871,Facebook,False,1.0752,2020-06-03 07:39:00.896,100.0,-2.12,,276381,True,1.0
