Predicted Close Value,Actual Close Value
1458.7457954550175,1458.6
1435.9268714895127,1436.46
1447.4695715314363,1447.5
1430.8929718745053,1431.25
1440.1323712417006,1440.05
1380.0035135776748,1379.0
1458.3669321759296,1458.51
1432.1734852723018,1432.41
1458.5735176985868,1458.34
1448.1200217629616,1448.2
1393.4614589432176,1393.51
1445.6421628528128,1446.15
1421.820738112648,1421.74
1444.9699688532894,1445.0
1434.8374572996493,1434.12
1439.9657277865847,1440.0
1433.2518418887878,1433.06
1374.7712797572592,1373.81
1409.7384961420387,1409.0
1430.473709382451,1430.57
1435.759414240849,1435.93
1401.5137302333335,1400.96
1424.0985273646083,1424.77
1435.8381705061247,1436.31
1445.7497058060437,1445.565
1409.9204412169186,1409.876
1439.1373610415658,1439.08
1427.2769866257859,1426.43
1456.2970465004748,1456.1
1444.9366577667631,1444.94
1439.5368552909028,1439.59
1421.6783341561904,1422.37
1456.1281952085342,1456.16
1409.385625127201,1409.41
1393.161141839631,1392.62
1443.0849222468307,1443.27
1441.749240142678,1441.93
1395.056738561952,1395.0
1431.890894300572,1432.0
1444.430489644735,1444.7
1446.839671656543,1446.87
1412.146655133352,1412.19
1432.337149023971,1432.2638
1439.3638848629876,1439.14
1468.4121783083447,1468.12
1394.7718380903525,1394.84
1411.9752135017604,1412.0
1459.715317973038,1459.78
1433.9455650372436,1433.62
1462.797135153828,1462.83
1460.4544729040801,1460.62
1445.3977903812372,1445.01
1438.6182776630822,1439.055
1435.2414707161952,1434.8
1395.500052064687,1395.8699
1433.921215069054,1433.85
1434.0479290243557,1434.15
1441.1592896778268,1439.88
1412.9470714874965,1412.18
1408.245703084611,1407.8286
1404.5708295240045,1404.74
1413.8487923010762,1414.57
1434.9270807754026,1434.63
1412.3009796768977,1412.71
1458.5478106009798,1458.58
1386.3993058726248,1386.41
1401.3946095463682,1401.59
1468.510780125143,1469.0
1388.7987502026397,1389.15
1432.2289192743258,1432.4528
1418.2546448322428,1418.57
1431.9365990230258,1432.26
1408.3957824666547,1408.42
1459.5365974320182,1459.7
1435.8690882222515,1435.44
1440.4668215813322,1440.4
1394.7561361902428,1394.0
1413.4849735193607,1413.51
1439.3884349001946,1439.3
1400.2738832697653,1400.19
1433.8344754037637,1433.73
1464.0528527476513,1464.37
1474.441587991443,1475.1739
1444.5461731520666,1444.72
1461.583867435634,1461.86
1405.4785292046276,1405.22
1431.9720349269298,1432.0
1388.7457048489657,1388.23
1462.5171796538757,1462.55
1436.439354685609,1435.78
1436.4589938915994,1436.43
1397.2446072168116,1397.1
1420.8668325712708,1419.85
1407.9765808767008,1408.15
1428.7601747360181,1428.78
1441.8704615323886,1441.9
1446.0896251955458,1446.4684
1432.1385478870723,1431.82
1436.5713308283746,1436.51
1460.9874228148506,1461.02
