Predicted Close Value,Actual Close Value
359.8503038073657,359.88
324.157213723021,324.2
360.1471434943242,360.2
325.0218551990677,325.08
352.4097048111499,352.36
357.62790545014417,357.6
351.41515819702084,351.48
352.5595430682135,352.4499
364.49259074604953,364.4
343.1518551143699,342.7946
364.28898119822753,364.15
364.3748739005129,364.45
364.82451708220697,364.9
354.757978408263,354.77
344.20112479547885,344.1
349.6406714219313,349.55
348.6377064453493,348.58
360.9859489926621,361.0
352.04896116208914,352.18
331.772614609058,331.83
337.39628299887175,337.45
326.49493053300694,326.49
326.78613848901665,326.79
350.13116684398017,350.42
324.980766761446,324.89
344.4107166332985,344.47
330.9873397385869,331.04
342.2460437133872,342.3
352.87356386175975,352.9
353.7107002114385,353.7194
351.92950653401635,352.06
364.71663059656333,364.7
364.680714405914,364.78
344.5585980471459,344.52
350.6776118960006,350.74
343.59211027795357,343.69
324.38730425330493,324.14
365.2922575030205,365.22
321.5249140897348,321.55
330.9214211824779,330.97
365.67925698601664,365.59
347.2238768763621,348.6
353.91317587309874,353.98
362.9260236483877,363.0
332.20040623262975,332.25
364.2689142852382,364.35
350.8356180961708,350.9
360.17358655190094,360.29
349.60194626593153,349.49
359.1040616016048,359.07
353.9370071003233,353.98
324.11070934826165,324.17
322.5780421443778,322.62
354.45898495079336,354.42
324.752526986549,324.82
354.52172708714687,354.5899
323.46563739893054,323.53
364.6485401956536,364.7
354.76789295102253,354.8
364.5447391024863,364.62
342.62100867546076,342.55
337.1464812312639,337.2
341.5751370706138,341.54
343.49510818558076,343.6
338.3971391569713,338.47
362.031761143854,361.82
346.50541225001086,346.5
361.2569313123712,361.269
351.679387507668,351.84
353.12570967225156,353.3
335.72819225031,335.7101
324.14864325991783,324.1212
355.72712792556064,355.92
348.5233510483053,348.6
324.3768393759308,324.5
356.1901688996468,355.87
364.9044536478414,364.98
331.7048847624295,331.71
352.08462693420967,352.15
360.1457055887396,360.1
355.48149813508564,355.51
365.8245263226743,365.7
351.7380047755051,351.5264
360.977407658196,361.1
351.9105902407185,351.94
338.1731459294591,338.09
351.69059297918,351.7
343.4914461285018,343.55
365.41404925376133,365.49
360.0383152148417,360.11
324.2270777147162,324.15
352.26891221781784,352.3348
