Predicted Close Value,Actual Close Value
187.85283269082507,187.7
201.36133515355922,201.36
195.92151649706483,195.91
200.48235287281244,200.5
201.59207704922852,201.5
182.6738999864244,183.15
187.962910074157,187.98
184.98321945653635,185.0
197.21483427181386,197.26
189.1089100236378,189.0
188.19709430572127,188.21
185.59823046338468,185.6099
187.23746466988658,187.25
197.4824428247484,197.5
189.43478586647728,189.45
188.05714831716205,188.07
186.16551223276525,186.19
194.52169140502576,194.51
184.6672682107046,184.73
201.40199794048726,201.42
186.98756111888798,187.0
195.0159166100342,195.05
187.0475379711277,187.06
184.78559033852588,184.83
187.1804629795259,187.19
182.9891043029104,183.0
201.18101537952768,201.2
188.18256551496503,188.245
183.17903100166933,183.19
187.13109863300224,187.1
184.5884870293014,184.6
184.39618221040615,184.44
193.75570195197724,193.82
198.28785092469386,198.28
197.13014109844403,197.06
193.492434773432,193.3707
198.23680599873558,198.23
187.78524103700403,187.7
196.04349491378005,195.88
197.51303473325535,197.55
185.41291375245828,185.17
192.9118342330021,192.87
194.55844965407746,194.55
195.97873889314457,196.03
188.07214755363904,188.07
198.606831765807,198.63
186.75443788276013,186.74
195.82172036793662,195.9
196.47389991479488,196.49
194.9993921413248,194.9
199.29361650174695,199.32
195.21216996857459,195.2174
198.04329421506608,198.06
197.07512509058486,197.1
193.89489526848936,193.91
195.1949972160691,195.17
184.21839296649327,184.3
185.04030721363443,185.07
187.91720232860283,187.93
189.33047380783117,189.36
187.9510029859967,187.97
198.2927370326932,198.25
187.48582394982168,187.55
187.17535294548526,187.19
196.68335333377885,196.74
193.06560189151176,193.09
195.8636809576313,195.877
198.41589948605946,198.42
198.9329508566211,198.95
200.54232972505213,200.56
196.3039655001158,196.32
187.55705221370906,187.58
200.4042882419688,200.41
198.10327106730577,198.12
186.23846360924603,186.26
190.31307410994694,190.33
184.78840987010034,184.8
183.3431385196726,183.25
193.55068517874895,193.61
193.3213316407363,193.4
186.28012875684038,186.29
189.4127334466169,189.5
182.71936409813642,182.7
183.78650810085963,183.9
195.31832818102893,195.27
190.35787004972482,190.25
183.8029932567325,183.75
187.39633550644484,187.4
194.97079101556685,194.9672
187.7732105217616,187.78
195.05210176113474,195.08
193.3846811655548,193.365
200.53233358301216,200.55
189.63120157906906,189.65
195.33220162975735,195.33
186.14063384068595,186.16
191.22524712505597,191.25
195.8921398798658,195.861
197.16507426733324,197.19
196.39345716381487,196.36
195.36511457678827,195.41
198.28320162402477,198.3
187.92719847064274,187.94
185.2188458500439,185.19
187.92696488363475,187.94
196.5838574772343,196.6
194.34832027142122,194.3636
189.24549485332784,189.3
197.6600049222978,197.71
196.76694036603885,196.69
199.9133254485828,200.02
184.77686945699688,184.75
193.904213191761,193.86
195.60376194265936,195.58
189.3755716303538,189.39
201.09952451440026,201.14
198.00666848612414,198.04
189.88644231047175,189.9
201.06610985399672,201.04
201.5620982840754,201.59
187.41715841927535,187.48
194.88237845828218,194.9
194.39578243829104,194.36
196.5750289871319,196.61
187.5066822861968,187.53
197.16531107466344,197.18
200.02777990170898,199.96
185.5771900651574,185.66
191.75717752533467,191.78
199.60858084196306,199.56
198.91725691361844,198.9343
196.40285948443443,196.42
184.1295953400714,184.23
188.15283033227144,188.17
183.79002517313575,183.82
196.3639423523555,196.38
198.64306273746274,198.66
195.46872138403285,195.41
193.7400414412128,193.74
201.3132621691576,201.32
189.11072397422367,189.13
194.9344940406435,194.95
182.75311095124368,182.785
184.65991667697438,184.68
197.26932153366712,197.29
202.03450290451923,202.05
190.26726586543361,190.16
194.53464835904575,194.55
196.8176484817643,196.7756
193.49457597223113,193.46
189.86621321906168,189.94
197.26990891444302,197.24
186.2609799828001,186.26
195.34740068037942,195.26
188.06085023416327,188.06
203.30126492807665,203.32
198.3224854311606,198.3
187.46538059333702,187.48
187.1211024909623,187.14
203.2013035076772,203.22
184.9593466454457,184.84
195.78960351029963,195.76
203.74109517783418,203.76
188.21684978247092,188.3
194.95571261143098,194.98
194.6732379100684,194.63
194.8045441941242,194.82
199.1189680454692,199.06
200.97148561400138,200.91
195.88490274874104,195.92
186.33269541160658,186.37
190.22924088271262,190.26
195.22858360838845,195.16
187.1375032494872,187.15
